[INFO ][20170428 14:37:52,739][AbstractApplicationContext:513] Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@63827a5a: startup date [Fri Apr 28 14:37:52 CST 2017]; root of context hierarchy
[INFO ][20170428 14:37:52,777][XmlBeanDefinitionReader:316] Loading XML bean definitions from class path resource [spring/spring-context.xml]
[INFO ][20170428 14:37:52,945][XmlBeanDefinitionReader:316] Loading XML bean definitions from class path resource [spring/spring-mq.xml]
[INFO ][20170428 14:37:52,970][XmlBeanDefinitionReader:316] Loading XML bean definitions from class path resource [spring/spring-mail.xml]
[INFO ][20170428 14:37:53,073][PropertiesLoaderSupport:172] Loading properties file from class path resource [mq.properties]
[INFO ][20170428 14:37:53,074][PropertiesLoaderSupport:172] Loading properties file from class path resource [mail.properties]
[INFO ][20170428 14:40:02,659][AbstractApplicationContext:513] Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@63827a5a: startup date [Fri Apr 28 14:40:02 CST 2017]; root of context hierarchy
[INFO ][20170428 14:40:02,700][XmlBeanDefinitionReader:316] Loading XML bean definitions from class path resource [spring/spring-context.xml]
[INFO ][20170428 14:40:02,890][XmlBeanDefinitionReader:316] Loading XML bean definitions from class path resource [spring/spring-mq.xml]
[INFO ][20170428 14:40:02,917][XmlBeanDefinitionReader:316] Loading XML bean definitions from class path resource [spring/spring-mail.xml]
[INFO ][20170428 14:40:03,020][PropertiesLoaderSupport:172] Loading properties file from class path resource [mq.properties]
[INFO ][20170428 14:40:03,021][PropertiesLoaderSupport:172] Loading properties file from class path resource [mail.properties]
[INFO ][20170428 14:42:08,072][AbstractApplicationContext:513] Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@63827a5a: startup date [Fri Apr 28 14:42:08 CST 2017]; root of context hierarchy
[INFO ][20170428 14:42:08,113][XmlBeanDefinitionReader:316] Loading XML bean definitions from class path resource [spring/spring-context.xml]
[INFO ][20170428 14:42:08,290][XmlBeanDefinitionReader:316] Loading XML bean definitions from class path resource [spring/spring-mq.xml]
[INFO ][20170428 14:42:08,313][DefaultListableBeanFactory:746] Overriding bean definition for bean 'consumerSessionAwareMessageListener': replacing [Generic bean: class [wusc.edu.demo.mqtest.listener.ConsumerSessionAwareMessageListener]; scope=singleton; abstract=false; lazyInit=false; autowireMode=1; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [D:\DEVETOOLS\workspacework4.4.1bf\demo-parent\demo-activemq-parent\demo-mqconsumer-A\target\classes\wusc\edu\demo\mqtest\listener\ConsumerSessionAwareMessageListener.class]] with [Generic bean: class [wusc.edu.demo.mqtest.listener.ConsumerSessionAwareMessageListener]; scope=; abstract=false; lazyInit=false; autowireMode=1; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in class path resource [spring/spring-mq.xml]]
[INFO ][20170428 14:42:08,314][XmlBeanDefinitionReader:316] Loading XML bean definitions from class path resource [spring/spring-mail.xml]
[INFO ][20170428 14:42:08,428][PropertiesLoaderSupport:172] Loading properties file from class path resource [mq.properties]
[INFO ][20170428 14:42:08,429][PropertiesLoaderSupport:172] Loading properties file from class path resource [mail.properties]
[INFO ][20170428 14:42:08,534][ExecutorConfigurationSupport:165] Initializing ExecutorService  'threadPool'
[INFO ][20170428 14:42:08,639][DefaultLifecycleProcessor$LifecycleGroup:341] Starting beans in phase 2147483647
[INFO ][20170428 14:42:08,779][SingleConnectionFactory:298] Established shared JMS Connection: PooledConnection { ConnectionPool[ActiveMQConnection {id=ID:z-PC-58746-1493361728666-1:1,clientId=null,started=false}] }
[INFO ][20170428 14:42:09,841][FailoverTransport:1030] Successfully connected to tcp://192.168.1.6:51512
[INFO ][20170428 14:42:09,864][DefaultLifecycleProcessor$LifecycleGroup:341] Starting beans in phase 2147483647
[INFO ][20170428 14:42:09,948][ConsumerSessionAwareMessageListener:48] ==>消费者A:receive message:{"content":"生产者A:0:通过ActiveMQ异步发送邮件！","subject":"生产者A:0:ActiveMQ测试","to":"生产者A:0:wu-sc@foxmail.com"}
[INFO ][20170428 14:42:09,953][ConsumerSessionAwareMessageListener:48] ==>消费者A:receive message:{"content":"生产者A:1:通过ActiveMQ异步发送邮件！","subject":"生产者A:1:ActiveMQ测试","to":"生产者A:1:wu-sc@foxmail.com"}
[INFO ][20170428 14:42:09,953][ConsumerSessionAwareMessageListener:48] ==>消费者A:receive message:{"content":"生产者A:2:通过ActiveMQ异步发送邮件！","subject":"生产者A:2:ActiveMQ测试","to":"生产者A:2:wu-sc@foxmail.com"}
[INFO ][20170428 14:42:09,953][ConsumerSessionAwareMessageListener:48] ==>消费者A:receive message:{"content":"生产者A:3:通过ActiveMQ异步发送邮件！","subject":"生产者A:3:ActiveMQ测试","to":"生产者A:3:wu-sc@foxmail.com"}
[INFO ][20170428 14:42:09,954][ConsumerSessionAwareMessageListener:48] ==>消费者A:receive message:{"content":"生产者A:4:通过ActiveMQ异步发送邮件！","subject":"生产者A:4:ActiveMQ测试","to":"生产者A:4:wu-sc@foxmail.com"}
[INFO ][20170428 14:42:09,954][ConsumerSessionAwareMessageListener:48] ==>消费者A:receive message:{"content":"生产者A:5:通过ActiveMQ异步发送邮件！","subject":"生产者A:5:ActiveMQ测试","to":"生产者A:5:wu-sc@foxmail.com"}
[INFO ][20170428 14:42:09,955][ConsumerSessionAwareMessageListener:48] ==>消费者A:receive message:{"content":"生产者A:6:通过ActiveMQ异步发送邮件！","subject":"生产者A:6:ActiveMQ测试","to":"生产者A:6:wu-sc@foxmail.com"}
[INFO ][20170428 14:42:09,955][ConsumerSessionAwareMessageListener:48] ==>消费者A:receive message:{"content":"生产者A:7:通过ActiveMQ异步发送邮件！","subject":"生产者A:7:ActiveMQ测试","to":"生产者A:7:wu-sc@foxmail.com"}
[INFO ][20170428 14:42:09,955][ConsumerSessionAwareMessageListener:48] ==>消费者A:receive message:{"content":"生产者A:8:通过ActiveMQ异步发送邮件！","subject":"生产者A:8:ActiveMQ测试","to":"生产者A:8:wu-sc@foxmail.com"}
[INFO ][20170428 14:42:09,955][ConsumerSessionAwareMessageListener:48] ==>消费者A:receive message:{"content":"生产者A:9:通过ActiveMQ异步发送邮件！","subject":"生产者A:9:ActiveMQ测试","to":"生产者A:9:wu-sc@foxmail.com"}
[INFO ][20170428 14:42:09,956][ConsumerSessionAwareMessageListener:48] ==>消费者A:receive message:{"content":"生产者A:10:通过ActiveMQ异步发送邮件！","subject":"生产者A:10:ActiveMQ测试","to":"生产者A:10:wu-sc@foxmail.com"}
[INFO ][20170428 14:42:09,956][ConsumerSessionAwareMessageListener:48] ==>消费者A:receive message:{"content":"生产者A:11:通过ActiveMQ异步发送邮件！","subject":"生产者A:11:ActiveMQ测试","to":"生产者A:11:wu-sc@foxmail.com"}
[INFO ][20170428 14:42:09,956][ConsumerSessionAwareMessageListener:48] ==>消费者A:receive message:{"content":"生产者A:12:通过ActiveMQ异步发送邮件！","subject":"生产者A:12:ActiveMQ测试","to":"生产者A:12:wu-sc@foxmail.com"}
